eolID,identification
46709046,"<p>The lichen has a thin, grey-green, powdery <a href=""http://en.wikipedia.org/wiki/Thallus"" title=""Thallus"">thallus</a>. Its <a href=""http://en.wikipedia.org/wiki/Ascomata"" title=""Ascomata"">ascomata</a> are in the form of <dfn><a href=""http://en.wikipedia.org/wiki/Glossary_of_lichen_terms#lirellae"" title=""Glossary of lichen terms""><span title=""See entry at: Glossary of lichen terms § lirellae"">lirellae</span></a></dfn> that are evenly distributed throughout the thallus, and typically measure 0.3–0.6 mm long and 0.1–0.3 mm wide. The mostly-exposed disc is dark brown and covered with a green pruina that turns yellow after being dried. The <a href=""http://en.wikipedia.org/wiki/Ascospore"" title=""Ascospore"">ascospores</a>, which measure eight per <a href=""http://en.wikipedia.org/wiki/Ascus"" title=""Ascus"">ascus</a>, are <a href=""http://en.wikipedia.org/wiki/Hyaline"" title=""Hyaline"">hyaline</a>, usually have 4 or 5 <a href=""http://en.wikipedia.org/wiki/Septum"" title=""Septum"">septa</a>, and typically measure 15–19 by 4–5 <a href=""http://en.wikipedia.org/wiki/Micrometre"" title=""Micrometre"">μm</a>.  (<a href=""http://en.wikipedia.org/w/index.php?title=Alyxoria_viridipruinosa"">Wikipedia</a>)</p>"
39978105,
6414130,
196000,
1007918,
1007917,
6415602,
6415606,
1013447,
195537,
195538,
11506630,
197098,
198151,
6414091,
198153,
1009895,
197323,
6546238,
197395,
196526,
1008085,
197404,
195477,
1007497,
21309325,
8594133,
998383,
1007384,
197776,
6415702,
195350,
11506894,
6415152,
52240345,
52783076,
52240340,
52423146,
52783079,
52240343,
52240332,
52240333,
52783080,
52783081,
52240334,
52783083,
52240335,
52240344,
52240768,
52240769,
52784339,
50950080,
52783478,
49435256,
48322903,
48557992,
52783119,
48379426,
6659748,
6439051,"<p><i><b>Botryosphaeria corticola</b></i> (<i><b>Diplodia corticola</b></i>) is a ascomycete fungus. It has both asexual (<i><b>Diplodia corticola</b></i>) and <a href=""http://en.wikipedia.org/wiki/Sexual_reproduction"" title=""Sexual reproduction"">sexual reproduction</a> (<i><b>Botryosphaeria corticola</b></i>) stages occurring naturally. </p><p>The asexual <a href=""http://en.wikipedia.org/wiki/Spore"" title=""Spore"">spores</a> (<a href=""http://en.wikipedia.org/wiki/Conidia"" title=""Conidia"">conidia</a>) occur in <a href=""http://en.wikipedia.org/wiki/Pycnidium"" title=""Pycnidium"">pycnidia</a> from conidiogenous cells, without <a href=""http://en.wikipedia.org/wiki/Conidium"" title=""Conidium"">conidiophores</a>. Pycnidia are dark brown to black, circular, immersed, partially <a href=""http://en.wikipedia.org/wiki/Erumpent"" title=""Erumpent"">erumpent</a> and up to 1 mm diameter. </p><p>The sexual spores are eight <a href=""http://en.wikipedia.org/wiki/Biseriate"" title=""Biseriate"">biseriate</a> <a href=""http://en.wikipedia.org/wiki/Ascospore"" title=""Ascospore"">ascospores</a> occur inside of asci occur in immersed, partially erumpent, dark brown to black <a href=""http://en.wikipedia.org/wiki/Dothideomycetes"" title=""Dothideomycetes"">pseudothecia</a>, up to 1 mm in diameter.  (<a href=""http://en.wikipedia.org/w/index.php?title=Botryosphaeria_corticola"">Wikipedia</a>)</p>"
154790,"<p><i>Botryosphaeria dothidea</i> is the <a href=""http://en.wikipedia.org/wiki/Type_species"" title=""Type species"">type species</a> of the genus <i><a href=""http://en.wikipedia.org/wiki/Botryosphaeria"" title=""Botryosphaeria"">Botryosphaeria</a></i>. While the International Botanical Congress recently emended the <a href=""http://en.wikipedia.org/wiki/International_Code_of_Nomenclature_for_algae,_fungi,_and_plants"" title=""International Code of Nomenclature for algae, fungi, and plants"">International Code of Nomenclature for algae, fungi, and plants</a> to state that one fungal species should be called by one name, the sexual (teleomorphic) and asexual (anamorphic) stages of single fungal species have often been called by different names. <i>B. dothidea</i> was the name given to the teleomorphic form, and <i>Fusicoccum aesculi</i> has been identified the anamorph of <i>B. dothidea</i>, as currently defined. Phillips et al. (2013) chose to use the genus name <i>Botryosphaeria</i>, rather than <i>Fusicoccum</i>, since <i>Botryosphaeria</i> is commonly used and is the type genus of the family Botryosphaeriaceae. </p><p>Fries first published a description of <i>B. dothidea</i> as <i>Sphaeria dothidea</i> in <i>Systema Mycologicum</i> in 1823. Cesati and De Notaris described the genus <i>Botryosphaeria</i> and moved the species formerly known as <i>S. dothidea</i> into the new genus. </p><p>After determining that a type specimen consistent with the original description of <i>Sphaeria dothidea</i>, on ash, did not exist, Slippers et al. (2004) designated an epitype specimen to go along with a non-sporulating neotype from the collection of Fries, who published the original description of the species. Slippers et al. (2004) then revised the description of <i>B. dothidea</i>. The name is believed to have previously encompassed a species complex, and references to it in older literature might represent species now otherwise identified. </p><p>Like other members of the Dothideomycetes, the sexual stage of <i>B. dothidea</i> has bitunicate asci, which are borne in cavities (""ascomata"") formed through a process known as ""<a href=""http://en.wikipedia.org/wiki/Ascolocular"" title=""Ascolocular"">ascolocular</a> development"". In the case of <i>B. dothidea</i>, these ascomata are pseudothecia. The asci in the pseudothecia produce ascospores that can then infect plants. Like other species in the order Botryosphaeriales, <i>B. dothidea</i> ascomata have ""multilayered dark brown walls"" and contain septate <a href=""http://en.wikipedia.org/wiki/Pseudoparaphyses"" title=""Pseudoparaphyses"">pseudoparaphyses</a> which are transparent or translucent (hyaline). Pseudothecia are sometimes located alone and other times clustered together. </p><p>... (<a href=""http://en.wikipedia.org/w/index.php?title=Botryosphaeria_dothidea"">Wikipedia</a>)</p>"
6438231,
6438899,
8593862,
42792052,
156591,
21309957,
8593551,
8593550,
8593547,
11939859,"<p>This <a href=""http://en.wikipedia.org/wiki/Hypha"" title=""Hypha"">filamentous</a> fungus produces sinuous and irregular <a href=""http://en.wikipedia.org/wiki/Hyphae"" title=""Hyphae"">hyphae</a> and is characterized by rapidly growing colonies that are deeply tufted with dense, darkly coloured, ropy aerial <a href=""http://en.wikipedia.org/wiki/Mycelium"" title=""Mycelium"">mycelium</a>. Cultures are rapidly growing, initially light in colour and becoming dark brown and then black with age. Both arthroconidia and pycnidia may be produced in the same culture. Cultures of the fungus derived from human skin tend to be black in colouration.  (<a href=""http://en.wikipedia.org/w/index.php?title=Neoscytalidium_dimidiatum"">Wikipedia</a>)</p>"
11939919,
11939954,
11479892,
998765,
18164393,
1031338,
18162452,
1029347,
18164059,
6429359,
6429409,
6429602,
1009403,
189347,
194658,
42796239,
18163484,
18162129,
6430569,
188058,
6430954,
18162579,
1009883,
52782783,
1002394,
295083,
6431771,
18194203,
189766,
1030290,
18194878,
52240833,
190938,"<p><i>Cladosporium cladosporioides</i> <a href=""http://en.wikipedia.org/wiki/Asexual_reproduction"" title=""Asexual reproduction"">reproduces asexually</a> and because no <a href=""http://en.wikipedia.org/wiki/Teleomorph,_anamorph_and_holomorph"" title=""Teleomorph, anamorph and holomorph"">teleomorph</a> has been identified, it is considered an <a href=""http://en.wikipedia.org/wiki/Teleomorph,_anamorph_and_holomorph"" title=""Teleomorph, anamorph and holomorph"">exclusively anamorphic species</a>. Colonies are olive-green to olive-brown and appear velvety or powdery. On a <a href=""http://en.wikipedia.org/wiki/Potato_dextrose_agar"" title=""Potato dextrose agar"">potato dextrose agar</a> (PDA) medium, colonies are olive-grey to dull green, velvety and tufted. The edges of the colony can be olive-grey to white, and feathery. The colonies are diffuse and the <a href=""http://en.wikipedia.org/wiki/Mycelia"" title=""Mycelia"">mycelia</a> form mats and rarely grow upwards from the surface of the colony. On a <a href=""http://en.wikipedia.org/wiki/Agar_plate#Fungal_media"" title=""Agar plate"">malt extract agar</a> (MEA) medium, colonies are olive-grey to olive or whitish due to the mycelia growing upwards, and seem velvety to tufted with olive-black or olive-brown edges. The mycelia can be diffuse to tufted and sometimes covers the whole colony. The mycelia appear felt-like, grows flat, and can be effused and furrowed. On <a href=""http://en.wikipedia.org/wiki/Agar_plate#Fungal_media"" title=""Agar plate"">oatmeal agar</a> (OA) medium, colonies are olive-grey and there can be a gradient toward the edges of the colony from olive green to dull green, then olive-grey. The upward growth of mycelia can be sparse to abundant and tufted. The mycelia and can be loose to dense and tends to grow flat. <i>Cladosporium cladosporioides</i> has sparse, unbranched or rarely branched, darkly-pigmented <a href=""http://en.wikipedia.org/wiki/Hypha"" title=""Hypha"">hyphae</a> that are typically not constricted at the septa. Mature conidiophores are treelike and comprise many long, branched chains of <a href=""http://en.wikipedia.org/wiki/Conidium"" title=""Conidium"">conidia</a>. <i>Cladosporium cladosporioides</i> produces brown to olive-brown coloured, solitary conidiophores that branch irregularly, forming many ramifications. Each branch tends to be between 40–300 μm in length (exceptionally up to 350 μm) and 2–6 μm in width. The <a href=""http://en.wikipedia.org/wiki/Conidium"" title=""Conidium"">conidiophores</a> are thin-walled and cylindrical and are formed at the end of ascending hyphae. The conidia are small, single-celled, lemon-shaped and smooth-walled. They form long, fragile chains up to 10 conidia in length with distinctive darkened connective tissue between each spore.  (<a href=""http://en.wikipedia.org/w/index.php?title=Cladosporium_cladosporioides"">Wikipedia</a>)</p>"
152392,
1029729,
1017287,"<p>Spores produced by <i>C. herbarum</i> can be lemon-shaped or cone-shaped, often composed of 2-4 cells (3-23 mm). One-celled conidia (5.5-13 x 3.8-6 μm) also exist. In culture, newly-formed spores appear mostly 1-celled, later forming tree-like colonies with multiple branches. The stalks which produce <i>C. herbarum</i> spores are 250 μm long and 3-6 μm wide. They appear swollen at the tip and in between cells, and have irregularly bent branches. Under microscopy, these stalks appear pale or dark brown in color and have smooth or rough walls. When submerged in fluid, they become brittle and break up completely into spores and rod-like fragments. Colonies grown on <a href=""http://en.wikipedia.org/wiki/Czapek_medium"" title=""Czapek medium"">Czapek yeast extract agar</a> (CYA) and malt extract agar (MEA) appear velvety or fluffy, with smooth or slightly wrinkled walls, and are green or brown in color. The reverse side of the colony appears a darker green or grey/black. Colonies can appear both sparse or densely grown. At 5 °C (41 °F), colonies are 1-2 mm in diameter.  (<a href=""http://en.wikipedia.org/w/index.php?title=Cladosporium_herbarum"">Wikipedia</a>)</p>"
191094,
18194885,
160662,
21312485,
6616172,
11941379,
160017,
6416378,
52783060,
192926,
302160,
192827,
6417723,
50000104,
48558003,
49251058,
49251057,
8590884,"<p><i>Baudoinia compniacensis</i> can be identified by its black, effused mycelium that can be velvety or crust-like. It features <a href=""http://en.wikipedia.org/wiki/Hypha"" title=""Hypha"">hyphae</a> which are vegetative, dark brown, thick-walled, and often <a href=""https://en.wiktionary.org/wiki/moniliform"" title=""wikt:moniliform"">moniliform</a>; although it lacks distinctive <a href=""http://en.wikipedia.org/wiki/Conidiophore"" title=""Conidiophore"">conidiophores</a>. Conidiogenous cells can be found integrated within vegetative hyphae. Its conidia are dry, <a href=""https://en.wiktionary.org/wiki/nonseptate"" title=""wikt:nonseptate"">nonseptate</a> or uniseptate, at the median. The conidia are thick-walled, globose to barrel-shaped, brown to black, and typically found with coarse surface ornamentation, dehiscing by schizolysis. Ramoconidia are absent. Colonies on modified Leonian's agar grow slowly and are dark in pigmentation. <a href=""http://en.wikipedia.org/wiki/Teleomorph,_anamorph_and_holomorph"" title=""Teleomorph, anamorph and holomorph"">Synanamorphs</a> are absent during its asexual reproduction stages. The presence of teleomorphs is unknown.  (<a href=""http://en.wikipedia.org/w/index.php?title=Baudoinia_compniacensis"">Wikipedia</a>)</p>"
1029411,
1029579,
160738,
52241419,
192227,
6441852,
295508,
1005003,
6441780,
192495,
42516093,
3032312,
37660556,"<p>When viewed under a microscope, <i>A. subglaciale</i> has been observed to have hyaline, smooth, thin-walled <a href=""http://en.wikipedia.org/wiki/Hyphae"" title=""Hyphae"">hyphae</a> that are 2-10 μm wide. The hyphae are sometimes developed in conidiophore-like clusters. Hyaline to dark brown conidia are produced from small denticles in dense groups. Conidia are extremely variable in size, and often have an indistinct hilum. Conidia budding can be seen abundantly. In culture, <i>A. subglaciale</i> is able to 10% NaCl concentrations in culture and grows well between 4°C and 25°C. Colonies on MEA/PDA media at 25°C attained 20 mm diameter after seven days and exhibited abundant sporulation.  (<a href=""http://en.wikipedia.org/w/index.php?title=Aureobasidium_subglaciale"">Wikipedia</a>)</p>"
190248,
997418,
44452031,
1008971,
18206025,
1005218,
160078,
1029821,
18206803,
18206804,
196788,
18206799,
18206800,
248416,
299502,
998064,
295151,
295153,
998063,
295660,
6659778,
998257,
6659785,
6630520,
6630331,
161119,
997070,
295048,
39980342,
6613207,
1029584,
153938,
189459,
6614199,
1029397,
1030034,
300202,
1030129,
1030207,
1030761,
1029354,
190023,
6623288,
11505301,
52241128,
52241130,
1008968,
8591708,
6622018,
189516,
189797,
6622055,
6622093,
11505878,
6622135,
6622172,
193024,
6622214,
6622236,
6622318,
6622350,
18188977,
6622643,
1008853,
1015704,
6622765,
198244,
1030041,
188966,
6625115,
18190324,
6625168,
6625207,
11505024,
6625265,
6625381,
1030935,
1030933,
6627580,
1007907,
6627142,
6627148,
133638,
11505814,
6620220,
8592524,
6620308,
6620324,
6620435,
6620468,
6620530,
6620549,
46721609,
6620609,
6620616,
6620627,
6620644,
6620698,
194384,
6620753,
6620831,
6620840,
6620846,
6620848,
6620870,
6620898,
6621014,
6621026,
6621032,
6621042,
6621059,
6621133,
6621220,
6621226,
46721654,
194390,
190193,
295282,
156501,
6612441,
1029554,
1029809,
1030264,
1029710,
133918,
133975,
133972,
1030299,
1029923,
1029754,
6619616,
1029686,
18180772,
1030637,
196017,
11470216,
188940,
1030594,
46721451,
189079,
189087,
189020,
1030433,
1009503,
6619895,
159497,
188083,
188401,
188320,
11504835,
1016960,
133930,
188233,
159389,
160881,
187845,
18180831,
187843,
1005222,
160613,
39980351,
18182634,
1017244,
1031331,
1030730,
188944,
188809,
6617312,
1030528,
1030546,"<p>Spots are normally circular or occasionally irregular, beige to nearly white in color, measuring 1 to 2 mm in diameter or occasionally larger on the upper leaf surface. A narrow brown border surrounds the spot and, with age, the lesion may crack. When the disease first appears in the spring under moist conditions, the spots appear with or without a white speck surrounded by a much larger brown water-soaked border, giving the appearance of a different disease. The distinguishing sign on older spots is the presence of small, black, speck-like fruiting bodies called <a href=""http://en.wikipedia.org/wiki/Pycnidium"" title=""Pycnidium"">pycnidia</a> embedded within the tissue. Not all spots will contain <a href=""http://en.wikipedia.org/wiki/Pycnidium"" title=""Pycnidium"">pycnidia</a>, but some may contain up to eight or more. The black specks can be seen with an unaided eye. Under moist conditions, long, thin, needle-like <a href=""http://en.wikipedia.org/wiki/Conidium"" title=""Conidium"">conidia</a> are released. Small (1 to 2 mm) <a href=""http://en.wikipedia.org/wiki/Erumpent"" title=""Erumpent"">erumpent</a> whitish spots appear as a rash on the surface of infected <a href=""http://en.wikipedia.org/wiki/Butternut_squash"" title=""Butternut squash"">Butternut</a> and <a href=""http://en.wikipedia.org/wiki/Pumpkin"" title=""Pumpkin"">Pumpkin</a> fruit. <a href=""http://en.wikipedia.org/wiki/Pycnidium"" title=""Pycnidium"">Pycnidia</a> of <a href=""http://en.wikipedia.org/wiki/Septoria"" title=""Septoria"">Septoria</a> are not often found on these whitish spots, but other organisms including Cucurbit Anthracnose (<i><a href=""http://en.wikipedia.org/wiki/Colletotrichum_orbiculare"" title=""Colletotrichum orbiculare"">Colletotrichum orbiculare</a></i>) and Black dot (<i><a href=""http://en.wikipedia.org/wiki/Colletotrichum_coccodes"" title=""Colletotrichum coccodes"">Colletotrichum coccodes</a></i>) sometimes invade these lesions.  (<a href=""http://en.wikipedia.org/w/index.php?title=Septoria_cucurbitacearum"">Wikipedia</a>)</p>"
189055,
1030329,
1029493,
6617671,
162794,
18183743,
46721154,
1030438,
1008841,
154069,
1009599,
1030485,
6618819,
11504949,
1009248,
1030209,
1030779,
6618968,
188427,
1009587,
8591154,
18186649,
42803122,
39980162,
42803168,
42803185,
39980159,
39980173,
157426,
42803299,
11503489,
18191476,
18191472,
6627510,
6627517,
193518,
42802775,
1008568,
1032090,
6627539,
998117,
46721735,
11941117,
18191619,"<p>Belonging to the Stenella genus, this species is a <a href=""http://en.wikipedia.org/wiki/Cercospora"" title=""Cercospora"">Cercospora</a>-like fungus with a superficial secondary <a href=""http://en.wikipedia.org/wiki/Mycelium"" title=""Mycelium"">mycelium</a>, solitary <a href=""http://en.wikipedia.org/wiki/Conidiophores"" title=""Conidiophores"">conidiophores</a>, conidiogenous cells with thickened and darkened conidiogenous loci and catenate or single <a href=""http://en.wikipedia.org/wiki/Conidia"" title=""Conidia"">conidia</a> with dark, slightly thickened <a href=""http://en.wikipedia.org/wiki/Hilum_(biology)"" title=""Hilum (biology)"">hila</a>.  (<a href=""http://en.wikipedia.org/w/index.php?title=Stenella_subsanguinea"">Wikipedia</a>)</p>"
198351,
6612116,
1029119,
6612152,
46721840,
6612180,
1017089,
1017070,
187977,
245021,
199086,
1031266,
1030549,
18206187,
52784330,
1009561,
159381,
301841,
6479431,
190073,
193130,
191777,
1008567,
194913,
11503554,
18200653,
192509,
46721948,
189159,
189244,
18159016,
6512111,
6512112,
52782427,
6478917,
21313636,
191277,
52242074,
6442191,
6442196,
6520118,
1017346,
159390,
49257203,
188818,
6522511,
188981,
6521946,
133994,
6521973,
1030168,
1030744,
6521986,
295338,
997947,
52782495,
299207,
6435188,
6435257,
248858,
295019,
1003855,
18159056,
1003964,
1015196,
52242618,
244824,
11943184,
295383,"<p><i>Epicoccum nigrum</i> (1825) is a fungus with no known teleomorph form. It has been classified as a member of the <a href=""http://en.wikipedia.org/wiki/Hyphomycetes"" title=""Hyphomycetes"">Hyphomycetes</a>, in the Deuteromycota, as well as the <a href=""http://en.wikipedia.org/wiki/Fungi_Imperfecti"" title=""Fungi Imperfecti"">Fungi Imperfecti</a> because it is only known to reproduce asexually. Despite that it is not yeast-like, it has been included in the broad, unrelated category of fungi known as <a href=""http://en.wikipedia.org/wiki/Black_yeast"" title=""Black yeast"">black yeasts</a>. The fungus grows felty colonies in bright shades of yellow, orange, and red, often with brown or black throughout. Colonies grow quickly, reaching about 6 cm in diameter in 2 days at room temperature. Mycelia contain both chitin and cellulose. </p><p><i>Epicoccum nigrum</i> forms <a href=""http://en.wikipedia.org/wiki/Blastoconidium"" title=""Blastoconidium"">blastoconidia</a> that are darkly coloured, warted and spherical, reaching 15 to 25 μm in diameter. Conidia grow on a <a href=""http://en.wikipedia.org/wiki/Sporodochium"" title=""Sporodochium"">sporodochium</a>, formed by warty and fibrous <a href=""http://en.wikipedia.org/wiki/Hypha"" title=""Hypha"">hyphae</a>. Sporets have been found to contain up to 15 cells. The spores of <i>E. nigrum</i> are actively released depending on temperature, light, and relative humidity conditions. The mechanism of release involves the separation of the conidium from the sporodochium via a double septum. It capitalizes on the spherical shape of the conidia, allowing it to ""bounce"" off the sporodochium. Conidia then become airborne with movement or wind. Sporulation is induced under <a href=""http://en.wikipedia.org/wiki/Black_light"" title=""Black light"">Wood's light</a>, or sometimes upon exposure to cold temperatures with a subsequent return to room temperature. Pigment production is also sensitive to light and temperature changes. Ideal growth temperatures range between 23–28 °C (73–82 °F), and ideal growth pH ranges from 5.0 to 6.0. Although <i>E. nigrum</i> will grow in a range of water activity (a<small>w</small> of 0.99 to 0.97), growth is optimized at water vapour saturation. </p><p>... (<a href=""http://en.wikipedia.org/w/index.php?title=Epicoccum_nigrum"">Wikipedia</a>)</p>"
191258,
191259,
18154502,
18143513,
6521300,
46723770,
194274,
46722766,
163353,
1029888,
188428,
299312,
188114,
1031419,
46723234,
46723235,
52241711,
189415,
21313136,
21313137,
21313139,
1004654,
6504117,
6511694,
1029381,
189141,
6514124,
18141565,
6514401,
1005586,
8588087,
191576,
1029875,
997706,
197592,
18156113,
8588044,
44452721,
1008403,
52241566,
301809,
1003134,
52242330,
52242327,
52782558,
52242331,
52242332,
52242328,
190896,
191528,
194321,
193069,
302276,
1002915,
997077,"<p><i>P. terrestris</i> produces dark brown to black <a href=""http://en.wikipedia.org/wiki/Pycnidium"" title=""Pycnidium"">pycnidia</a> that have <a href=""http://en.wikipedia.org/wiki/Seta"" title=""Seta"">setae</a> with one to five <a href=""http://en.wikipedia.org/wiki/Septum"" title=""Septum"">septa</a> and are 8-120 μm long. Setae mostly occur around the <a href=""http://en.wikipedia.org/wiki/Ostiole"" title=""Ostiole"">ostiole</a>, but may grow anywhere on the pycnidium. Pycnidiospores are <a href=""http://en.wikipedia.org/wiki/Hyaline"" title=""Hyaline"">hyaline</a>, oblong to ovoid, biguttulate, and <a href=""http://en.wikipedia.org/wiki/Sessility_(motility)"" title=""Sessility (motility)"">sessile</a> in the pycnidium; they ooze from ruptures or through the ostiole. The <a href=""http://en.wikipedia.org/wiki/Mycelium"" title=""Mycelium"">mycelium</a> formed by this fungus is septate, branching, and hyaline. If the fungus grows on wheat straw or cellulose, it produces a pink pigment that is a prominent characteristic of the resultant disease. <i>P. terrestris</i> also produces several toxins.  (<a href=""http://en.wikipedia.org/w/index.php?title=Pyrenochaeta_terrestris"">Wikipedia</a>)</p>"
18134148,
997249,
997257,
299309,
133592,
11501625,
188181,
997173,
133515,
152415,"<div><h3 id=""Teleomorph"">Teleomorph</h3></div><p>Thought to be <i><a href=""http://en.wikipedia.org/w/index.php?title=Clathrospora_diplospora&amp;action=edit&amp;redlink=1"" title=""Clathrospora diplospora (page does not exist)"">Clathrospora diplospora</a></i> (to be confirmed).  (<a href=""http://en.wikipedia.org/w/index.php?title=Alternaria_alternata"">Wikipedia</a>)</p>"
188343,
190743,"<link href=""mw-data:TemplateStyles:r1237032888/mw-parser-output/.tmulti"" rel=""mw-deduplicated-inline-style""/><p>The <a href=""http://en.wikipedia.org/wiki/Conidium"" title=""Conidium"">conidia</a> of <i>A. brassicicola</i> are abundant in the outdoor environment from the months of May to late October in the northern hemisphere, peaking in June and again in October. The conidia are dark brown and smooth-walled, up to 60 x 14μm. The conidia are cylindrical to oblong in shape and are muriform and produced in chains of 8-10 spores. They are firmly attached to <a href=""http://en.wikipedia.org/wiki/Conidiophores"" title=""Conidiophores"">conidiophores</a> that are olive-brown, <a href=""http://en.wikipedia.org/wiki/Septate"" title=""Septate"">septate</a>, and growing to an upper range of 100-200 μm, although this overall length may vary. Conidia are borne in continuous, chain-like structure, but branching at the base has also been observed. Although conidia can be spread by rain, the most common means of spread is through the air. The fungus grows on <a href=""http://en.wikipedia.org/wiki/Epidermal"" title=""Epidermal"">epidermal</a> leaf wax of plants, particularly those in the <a href=""http://en.wikipedia.org/wiki/Brassicaceae"" title=""Brassicaceae"">Brassicaceae</a>, and prefers an environment with high humidity and temperature range of 20–30 °C (68–86 °F). Macroscopically, the <a href=""http://en.wikipedia.org/wiki/Mycelium"" title=""Mycelium"">mycelium</a> exhibits a range of colour: unpigmented when young, to olive-grey, grey-black at maturity. Colonies of <i>A. brassicicola</i> tend to be dark brown or black in colour.  (<a href=""http://en.wikipedia.org/w/index.php?title=Alternaria_brassicicola"">Wikipedia</a>)</p>"
6507320,
162103,
11501363,
1005430,
1008651,
198970,
160612,
